loan_id,business_id,credit_officer_id,acquisition_channel,sector,principal,total_owing_at_issue,application_number,applying_for_loan_number,loan_number,employee_count,approval_status,paid_late,total_recovered_on_time,total_recovered_15_dpd,cash_yield_15_dpd,repayment_duration_days,Target
953094,382075,395021.0,Friend,Beauty Fashion,306100.0,346300.0,6,4,4.0,2.0,Approved,False,346300.0,346300.0,40200.0,0,0
985897,382075,395021.0,Friend,Beauty Fashion,336700.0,380900.0,7,5,5.0,2.0,Approved,False,380900.0,380900.0,44200.0,0,0
860912,382075,395021.0,Friend,Beauty Fashion,230000.0,264900.0,3,1,1.0,2.0,Approved,False,264900.0,264900.0,34900.0,33,0
896783,382075,395021.0,Friend,Beauty Fashion,253000.0,291300.0,4,2,2.0,2.0,Approved,False,291300.0,291300.0,38300.0,0,0
925037,382075,395021.0,Friend,Beauty Fashion,278300.0,320400.0,5,3,3.0,2.0,Approved,False,320400.0,320400.0,42100.0,0,0
953094,382075,395021.0,Friend,Beauty Fashion,306100.0,346300.0,6,4,4.0,2.0,Approved,False,346300.0,346300.0,40200.0,0,0
52721,51773,18905.0,Friend,Mobile Money Airtime,238100.0,270500.0,1,1,1.0,4.0,Approved,False,270500.0,270500.0,32400.0,23,0
55785,51773,18905.0,Friend,Mobile Money Airtime,361100.0,399200.0,2,2,2.0,4.0,Approved,False,399200.0,399200.0,38100.0,0,0
60874,51773,18905.0,Friend,Mobile Money Airtime,577800.0,638800.0,3,3,3.0,4.0,Approved,False,638800.0,638800.0,61000.0,0,0
64719,51773,18905.0,Friend,Mobile Money Airtime,751100.0,830400.0,4,4,4.0,4.0,Approved,False,830400.0,830400.0,79300.0,0,0
71136,51773,18905.0,Friend,Mobile Money Airtime,1201800.0,1328600.0,5,5,5.0,4.0,Approved,False,1328600.0,1328600.0,126800.0,0,0
80022,51773,60425.0,Friend,Mobile Money Airtime,1450000.0,1603000.0,6,6,6.0,4.0,Approved,True,0.0,1603000.0,153000.0,0,1
90469,51773,60425.0,Friend,Mobile Money Airtime,1600000.0,1801000.0,7,7,7.0,4.0,Approved,False,1801000.0,1801000.0,201000.0,0,0
106667,51773,60425.0,Friend,Mobile Money Airtime,1500000.0,1673400.0,8,8,8.0,4.0,Approved,False,1673400.0,1673400.0,173400.0,0,0
125388,51773,60425.0,Friend,Mobile Money Airtime,1500000.0,1658300.0,9,9,9.0,4.0,Approved,False,1658300.0,1658300.0,158300.0,0,0
140930,51773,60425.0,Friend,Mobile Money Airtime,1600000.0,1768800.0,10,10,10.0,4.0,Approved,True,0.0,1768800.0,168800.0,0,1
163976,51773,60425.0,Friend,Mobile Money Airtime,1600000.0,1826700.0,11,11,11.0,4.0,Approved,False,1826700.0,1826700.0,226700.0,0,0
193338,51773,60425.0,Friend,Mobile Money Airtime,1995000.0,2237300.0,12,12,12.0,4.0,Approved,False,2237300.0,2237300.0,242300.0,0,0
229328,51773,60425.0,Friend,Mobile Money Airtime,2100000.0,2355100.0,13,13,13.0,4.0,Approved,False,2355100.0,2355100.0,255100.0,0,0
273171,51773,60425.0,Friend,Mobile Money Airtime,2300000.0,2556200.0,14,14,14.0,4.0,Approved,False,2556200.0,2556200.0,256200.0,0,0
312571,51773,60425.0,Friend,Mobile Money Airtime,2000000.0,2222800.0,15,15,15.0,4.0,Approved,False,2222800.0,2222800.0,222800.0,0,0
342490,51773,60425.0,Friend,Mobile Money Airtime,2000000.0,2222800.0,16,16,16.0,4.0,Approved,False,2222800.0,2222800.0,222800.0,0,0
369211,51773,60425.0,Friend,Mobile Money Airtime,2500000.0,2778500.0,17,17,17.0,4.0,Approved,False,2778500.0,2778500.0,278500.0,0,0
397093,51773,60425.0,Friend,Mobile Money Airtime,2500000.0,2778500.0,18,18,18.0,4.0,Approved,False,2778500.0,2778500.0,278500.0,0,0
431814,51773,60425.0,Friend,Mobile Money Airtime,2500000.0,2778500.0,19,19,19.0,4.0,Approved,False,2778500.0,2778500.0,278500.0,0,0
466893,51773,60425.0,Friend,Mobile Money Airtime,2500000.0,2778500.0,20,20,20.0,4.0,Approved,False,2778500.0,2778500.0,278500.0,0,0
503729,51773,137987.0,Friend,Mobile Money Airtime,2500000.0,2778500.0,21,21,21.0,4.0,Approved,False,2778500.0,2778500.0,278500.0,0,0
531812,51773,137987.0,Friend,Mobile Money Airtime,2500000.0,2793400.0,22,22,22.0,4.0,Approved,False,2793400.0,2793400.0,293400.0,0,0
560813,51773,137987.0,Friend,Mobile Money Airtime,2700000.0,3016700.0,23,23,23.0,4.0,Approved,False,3016700.0,3016700.0,316700.0,0,0
589691,51773,60425.0,Friend,Mobile Money Airtime,2500000.0,2793400.0,24,24,24.0,4.0,Approved,False,2793400.0,2793400.0,293400.0,0,0
623354,51773,60425.0,Friend,Mobile Money Airtime,2000000.0,2235000.0,25,25,25.0,4.0,Approved,False,2235000.0,2235000.0,235000.0,0,0
653721,51773,60425.0,Friend,Mobile Money Airtime,2000000.0,2235000.0,26,26,26.0,4.0,Approved,False,2235000.0,2235000.0,235000.0,0,0
683837,51773,60425.0,Friend,Mobile Money Airtime,3000000.0,3351700.0,27,27,27.0,4.0,Approved,False,3351700.0,3351700.0,351700.0,0,0
707395,51773,60425.0,Friend,Mobile Money Airtime,3000000.0,3351700.0,28,28,28.0,4.0,Approved,False,3351700.0,3351700.0,351700.0,0,0
738705,51773,60425.0,Friend,Mobile Money Airtime,2500000.0,2793400.0,29,29,29.0,4.0,Approved,False,2793400.0,2793400.0,293400.0,0,0
768666,51773,60425.0,Friend,Mobile Money Airtime,2500000.0,2798400.0,30,30,30.0,4.0,Approved,False,2798400.0,2798400.0,298400.0,0,0
800958,51773,60425.0,Friend,Mobile Money Airtime,2500000.0,2798400.0,31,31,31.0,4.0,Approved,False,2798400.0,2798400.0,298400.0,0,0
834093,51773,60425.0,Friend,Mobile Money Airtime,2500000.0,2798400.0,32,32,32.0,4.0,Approved,False,2798400.0,2798400.0,298400.0,0,0
865516,51773,60425.0,Friend,Mobile Money Airtime,2500000.0,2798400.0,33,33,33.0,4.0,Approved,False,2798400.0,2798400.0,298400.0,16,0
889025,51773,60425.0,Friend,Mobile Money Airtime,4000000.0,4476600.0,34,34,34.0,4.0,Approved,False,4476600.0,4476600.0,476600.0,0,0
912523,51773,60425.0,Friend,Mobile Money Airtime,4000000.0,4476600.0,35,35,35.0,4.0,Approved,False,4476600.0,4476600.0,476600.0,0,0
940879,51773,60425.0,Friend,Mobile Money Airtime,4000000.0,4476600.0,36,36,36.0,4.0,Approved,False,4476600.0,4476600.0,476600.0,0,0
969173,51773,60425.0,Friend,Mobile Money Airtime,4000000.0,4476600.0,37,37,37.0,4.0,Approved,False,4476600.0,4476600.0,476600.0,0,0
923259,213771,175606.0,Friend,Drugshop,300000.0,336300.0,2,1,1.0,3.0,Approved,False,336300.0,336300.0,36300.0,30,0
954922,213771,175606.0,Friend,Drugshop,330000.0,370000.0,3,2,2.0,3.0,Approved,False,370000.0,370000.0,40000.0,0,0
462662,352650,108022.0,Numida staff,Mobile Money Airtime,230000.0,255600.0,1,1,1.0,0.0,Approved,False,255600.0,255600.0,25600.0,21,0
498521,352650,108022.0,Numida staff,Mobile Money Airtime,253000.0,281200.0,2,2,2.0,0.0,Approved,False,281200.0,281200.0,28200.0,24,0
523361,352650,108022.0,Numida staff,Mobile Money Airtime,277000.0,310000.0,3,3,3.0,0.0,Approved,False,310000.0,310000.0,33000.0,0,0
554033,352650,108022.0,Numida staff,Mobile Money Airtime,304700.0,341000.0,4,4,4.0,0.0,Approved,False,341000.0,341000.0,36300.0,22,0
583103,352650,108022.0,Numida staff,Mobile Money Airtime,335200.0,375100.0,5,5,5.0,0.0,Approved,False,375100.0,375100.0,39900.0,17,0
615890,352650,108022.0,Numida staff,Mobile Money Airtime,368700.0,412600.0,6,6,6.0,0.0,Approved,False,412600.0,412600.0,43900.0,13,0
647650,352650,108022.0,Numida staff,Mobile Money Airtime,405600.0,453900.0,7,7,7.0,0.0,Approved,False,453900.0,453900.0,48300.0,24,0
680508,352650,108022.0,Numida staff,Mobile Money Airtime,446200.0,499300.0,8,8,8.0,0.0,Approved,False,499300.0,499300.0,53100.0,14,0
710313,352650,108022.0,Numida staff,Mobile Money Airtime,490800.0,549200.0,9,9,9.0,0.0,Approved,False,549200.0,549200.0,58400.0,3,0
742082,352650,108022.0,Numida staff,Mobile Money Airtime,539900.0,604200.0,10,10,10.0,0.0,Approved,False,604200.0,604200.0,64300.0,31,0
774628,352650,108022.0,Numida staff,Mobile Money Airtime,593900.0,665800.0,11,11,11.0,0.0,Approved,False,665800.0,665800.0,71900.0,25,0
807204,352650,108022.0,Numida staff,Mobile Money Airtime,653300.0,732300.0,12,12,12.0,0.0,Approved,False,732300.0,732300.0,79000.0,22,0
841334,352650,108022.0,Numida staff,Mobile Money Airtime,700000.0,784600.0,13,13,13.0,0.0,Approved,False,784600.0,784600.0,84600.0,22,0
873718,352650,108022.0,Numida staff,Mobile Money Airtime,790500.0,885800.0,14,14,14.0,0.0,Approved,False,885800.0,885800.0,95300.0,23,0
901383,352650,108022.0,Numida staff,Mobile Money Airtime,869600.0,974400.0,15,15,15.0,0.0,Approved,False,974400.0,974400.0,104800.0,17,0
931917,352650,108022.0,Numida staff,Mobile Money Airtime,956600.0,1071700.0,16,16,16.0,0.0,Approved,False,1071700.0,1071700.0,115100.0,22,0
961071,352650,108022.0,Numida staff,Mobile Money Airtime,1052300.0,1178700.0,17,17,17.0,0.0,Approved,False,1178700.0,1178700.0,126400.0,24,0
490054,370747,137988.0,Google,Wholesale,300000.0,342500.0,1,1,1.0,6.0,Approved,False,342500.0,342500.0,42500.0,18,0
522632,370747,137988.0,Google,Wholesale,330000.0,379300.0,2,2,2.0,6.0,Approved,False,379300.0,379300.0,49300.0,11,0
553682,370747,137988.0,Google,Wholesale,363000.0,417300.0,3,3,3.0,6.0,Approved,False,417300.0,417300.0,54300.0,8,0
583669,370747,137988.0,Google,Wholesale,399300.0,459000.0,4,4,4.0,6.0,Approved,False,459000.0,459000.0,59700.0,14,0
616734,370747,137988.0,Google,Wholesale,439200.0,504900.0,5,5,5.0,6.0,Approved,False,504900.0,504900.0,65700.0,9,0
647522,370747,137988.0,Google,Wholesale,483100.0,555300.0,6,6,6.0,6.0,Approved,False,555300.0,555300.0,72200.0,8,0
678652,370747,245783.0,Google,Wholesale,531400.0,610900.0,7,7,7.0,6.0,Approved,False,610900.0,610900.0,79500.0,6,0
709600,370747,245783.0,Google,Wholesale,584500.0,671900.0,8,8,8.0,6.0,Approved,False,671900.0,671900.0,87400.0,8,0
740428,370747,245783.0,Google,Wholesale,643000.0,739100.0,9,9,9.0,6.0,Approved,False,739100.0,739100.0,96100.0,6,0
768161,370747,245783.0,Google,Wholesale,705600.0,812300.0,10,10,10.0,6.0,Approved,False,812300.0,812300.0,106700.0,6,0
800395,370747,279292.0,Google,Wholesale,719700.0,828600.0,11,11,11.0,6.0,Approved,False,828600.0,828600.0,108900.0,6,0
834618,370747,279292.0,Google,Wholesale,734100.0,845100.0,12,12,12.0,6.0,Approved,False,845100.0,845100.0,111000.0,6,0
871507,370747,279292.0,Google,Wholesale,807500.0,921300.0,13,13,13.0,6.0,Approved,False,921300.0,921300.0,113800.0,7,0
899276,370747,279292.0,Google,Wholesale,888200.0,1004200.0,14,14,14.0,6.0,Approved,False,1004200.0,1004200.0,116000.0,9,0
928278,370747,279292.0,Google,Wholesale,977000.0,1104400.0,15,15,15.0,6.0,Approved,False,1104400.0,1104400.0,127400.0,8,0
958328,370747,279292.0,Google,Wholesale,1074700.0,1214800.0,16,16,16.0,6.0,Approved,False,1214800.0,1214800.0,140100.0,7,0
22717,27117,18905.0,Facebook,Stationary Printing,131300.0,157300.0,1,1,1.0,5.0,Approved,True,97300.0,157300.0,26000.0,157,1
33430,27117,18905.0,Facebook,Stationary Printing,137900.0,165200.0,2,2,2.0,5.0,Approved,False,165200.0,165200.0,27300.0,4,0
35930,27117,18905.0,Facebook,Stationary Printing,144800.0,170600.0,3,3,3.0,5.0,Approved,False,170600.0,170600.0,25800.0,6,0
40175,27117,18905.0,Facebook,Stationary Printing,152000.0,175700.0,4,4,4.0,5.0,Approved,False,175700.0,175700.0,23700.0,3,0
43020,27117,18905.0,Facebook,Stationary Printing,159600.0,182800.0,5,5,5.0,5.0,Approved,False,182800.0,182800.0,23200.0,3,0
44314,27117,18905.0,Facebook,Stationary Printing,167600.0,190400.0,6,6,6.0,5.0,Approved,False,190400.0,190400.0,22800.0,21,0
46514,27117,18905.0,Facebook,Stationary Printing,175800.0,201400.0,7,7,7.0,5.0,Approved,False,201400.0,201400.0,25600.0,0,0
49045,27117,18905.0,Facebook,Stationary Printing,184400.0,209400.0,8,8,8.0,5.0,Approved,False,209400.0,209400.0,25000.0,9,0
52979,27117,18905.0,Facebook,Stationary Printing,193600.0,219900.0,9,9,9.0,5.0,Approved,False,219900.0,219900.0,26300.0,11,0
56473,27117,18905.0,Facebook,Stationary Printing,203300.0,228800.0,10,10,10.0,5.0,Approved,False,228800.0,228800.0,25500.0,10,0
61457,27117,18905.0,Facebook,Stationary Printing,213500.0,240300.0,11,11,11.0,5.0,Approved,False,240300.0,240300.0,26800.0,11,0
65955,27117,18905.0,Facebook,Stationary Printing,224200.0,250200.0,12,12,12.0,5.0,Approved,False,250200.0,250200.0,26000.0,11,0
72781,27117,18905.0,Facebook,Stationary Printing,235000.0,262100.0,13,13,13.0,5.0,Approved,False,262100.0,262100.0,27100.0,13,0
82144,27117,24846.0,Facebook,Stationary Printing,247200.0,275800.0,14,14,14.0,5.0,Approved,False,275800.0,275800.0,28600.0,12,0
92667,27117,24846.0,Facebook,Stationary Printing,259600.0,289600.0,15,15,15.0,5.0,Approved,False,289600.0,289600.0,30000.0,12,0
111103,27117,24846.0,Facebook,Stationary Printing,285600.0,318600.0,16,16,16.0,5.0,Approved,False,318600.0,318600.0,33000.0,17,0
127604,27117,24846.0,Facebook,Stationary Printing,312700.0,345700.0,17,17,17.0,5.0,Approved,False,345700.0,345700.0,33000.0,15,0
147321,27117,24846.0,Facebook,Stationary Printing,325000.0,359300.0,18,18,18.0,5.0,Approved,False,359300.0,359300.0,34300.0,20,0
170970,27117,24846.0,Facebook,Stationary Printing,325000.0,361200.0,19,19,19.0,5.0,Approved,False,361200.0,361200.0,36200.0,17,0
203192,27117,24846.0,Facebook,Stationary Printing,350000.0,389000.0,20,20,20.0,5.0,Approved,False,389000.0,389000.0,39000.0,7,0
240326,27117,24846.0,Facebook,Stationary Printing,457800.0,508800.0,21,21,21.0,5.0,Approved,True,466500.0,508800.0,51000.0,23,1
287532,27117,279289.0,Facebook,Stationary Printing,503600.0,569800.0,22,22,22.0,5.0,Approved,True,460500.0,569800.0,66200.0,14,1
322368,27117,279289.0,Facebook,Stationary Printing,554000.0,626900.0,23,23,23.0,5.0,Approved,False,626900.0,626900.0,72900.0,15,0
347809,27117,279289.0,Facebook,Stationary Printing,606500.0,674000.0,24,24,24.0,5.0,Approved,False,674000.0,674000.0,67500.0,17,0
375688,27117,279289.0,Facebook,Stationary Printing,667000.0,741300.0,25,25,25.0,5.0,Approved,True,677000.0,741300.0,74300.0,16,1
409464,27117,279289.0,Facebook,Stationary Printing,733900.0,815700.0,26,26,26.0,5.0,Approved,False,815700.0,815700.0,81800.0,19,0
446527,27117,279289.0,Facebook,Stationary Printing,807300.0,897200.0,27,27,27.0,5.0,Approved,False,897200.0,897200.0,89900.0,23,0
482914,27117,279289.0,Facebook,Stationary Printing,888000.0,986900.0,28,28,28.0,5.0,Approved,False,986900.0,986900.0,98900.0,17,0
511535,27117,279289.0,Facebook,Stationary Printing,974500.0,1083000.0,29,29,29.0,5.0,Approved,False,1083000.0,1083000.0,108500.0,14,0
541619,27117,279289.0,Facebook,Stationary Printing,1023000.0,1143900.0,30,30,30.0,5.0,Approved,False,1143900.0,1143900.0,120900.0,18,0
570820,27117,306028.0,Facebook,Stationary Printing,1025000.0,1146100.0,31,31,31.0,5.0,Approved,False,1146100.0,1146100.0,121100.0,29,0
602353,27117,306028.0,Facebook,Stationary Printing,1128100.0,1261300.0,32,32,32.0,5.0,Approved,False,1261300.0,1261300.0,133200.0,24,0
633842,27117,306028.0,Facebook,Stationary Printing,1161900.0,1299000.0,33,33,33.0,5.0,Approved,False,1299000.0,1299000.0,137100.0,22,0
665647,27117,279289.0,Facebook,Stationary Printing,1196800.0,1338000.0,34,34,34.0,5.0,Approved,False,1338000.0,1338000.0,141200.0,29,0
696532,27117,279289.0,Facebook,Stationary Printing,1316500.0,1471600.0,35,35,35.0,5.0,Approved,False,1471600.0,1471600.0,155100.0,24,0
727064,27117,279289.0,Facebook,Stationary Printing,1448200.0,1618700.0,36,36,36.0,5.0,Approved,False,1618700.0,1618700.0,170500.0,27,0
756910,27117,279289.0,Facebook,Stationary Printing,1520000.0,1698900.0,37,37,37.0,5.0,Approved,False,1698900.0,1698900.0,178900.0,31,0
789540,27117,279289.0,Facebook,Stationary Printing,1752300.0,1961900.0,38,38,38.0,5.0,Approved,False,1961900.0,1961900.0,209600.0,29,0
822005,27117,279289.0,Facebook,Stationary Printing,1839900.0,2059900.0,39,39,39.0,5.0,Approved,False,2059900.0,2059900.0,220000.0,29,0
854902,27117,279289.0,Facebook,Stationary Printing,1931900.0,2162900.0,40,40,40.0,5.0,Approved,False,2162900.0,2162900.0,231000.0,25,0
922681,27117,279289.0,Facebook,Stationary Printing,520000.0,582900.0,41,41,41.0,5.0,Approved,False,582900.0,582900.0,62900.0,9,0
935750,27117,279289.0,Facebook,Stationary Printing,980000.0,1097900.0,42,42,42.0,5.0,Approved,False,1097900.0,1097900.0,117900.0,26,0
963590,27117,279289.0,Facebook,Stationary Printing,1250000.0,1399900.0,43,43,43.0,5.0,Approved,False,1399900.0,1399900.0,149900.0,25,0
225520,197655,159407.0,Friend,Other,300000.0,333400.0,1,1,1.0,1.0,Approved,False,333400.0,333400.0,33400.0,29,0
268331,197655,159407.0,Friend,Other,330000.0,366800.0,2,2,2.0,1.0,Approved,False,366800.0,366800.0,36800.0,8,0
303942,197655,159407.0,Friend,Other,363000.0,403400.0,3,3,3.0,1.0,Approved,False,403400.0,403400.0,40400.0,5,0
335169,197655,159407.0,Friend,Other,399300.0,443700.0,4,4,4.0,1.0,Approved,False,443700.0,443700.0,44400.0,2,0
360070,197655,159407.0,Friend,Other,436000.0,484600.0,5,5,5.0,1.0,Approved,False,484600.0,484600.0,48600.0,11,0
388366,197655,159407.0,Friend,Other,479600.0,533100.0,6,6,6.0,1.0,Approved,False,533100.0,533100.0,53500.0,24,0
421994,197655,159407.0,Friend,Other,527600.0,586400.0,7,7,7.0,1.0,Approved,False,586400.0,586400.0,58800.0,17,0
450374,197655,159407.0,Friend,Other,573000.0,636800.0,8,8,8.0,1.0,Approved,False,636800.0,636800.0,63800.0,20,0
480133,197655,395019.0,Friend,Other,627300.0,697100.0,9,9,9.0,1.0,Approved,False,697100.0,697100.0,69800.0,18,0
509467,197655,395019.0,Friend,Other,688400.0,765000.0,10,10,10.0,1.0,Approved,False,765000.0,765000.0,76600.0,12,0
539541,197655,395019.0,Friend,Other,757200.0,847100.0,11,11,11.0,1.0,Approved,False,847100.0,847100.0,89900.0,18,0
567650,197655,395019.0,Friend,Other,778700.0,871100.0,12,12,12.0,1.0,Approved,False,871100.0,871100.0,92400.0,16,0
595670,197655,395019.0,Friend,Other,802100.0,897200.0,13,13,13.0,1.0,Approved,False,897200.0,897200.0,95100.0,26,0
629009,197655,395019.0,Friend,Other,826200.0,924100.0,14,14,14.0,1.0,Approved,False,924100.0,924100.0,97900.0,12,0
660977,197655,395019.0,Friend,Other,851000.0,951800.0,15,15,15.0,1.0,Approved,False,951800.0,951800.0,100800.0,15,0
691155,197655,395019.0,Friend,Other,700000.0,783200.0,16,16,16.0,1.0,Approved,False,783200.0,783200.0,83200.0,3,0
723111,197655,395019.0,Friend,Other,938300.0,1049300.0,17,17,17.0,1.0,Approved,False,1049300.0,1049300.0,111000.0,14,0
754172,197655,395019.0,Friend,Other,985200.0,1101700.0,18,18,18.0,1.0,Approved,False,1101700.0,1101700.0,116500.0,17,0
785706,197655,395019.0,Friend,Other,1034500.0,1158800.0,19,19,19.0,1.0,Approved,False,1158800.0,1158800.0,124300.0,17,0
814445,197655,395019.0,Friend,Other,1064700.0,1192600.0,20,20,20.0,1.0,Approved,False,1192600.0,1192600.0,127900.0,10,0
848856,197655,395019.0,Friend,Other,900000.0,1008400.0,21,21,21.0,1.0,Approved,False,1008400.0,1008400.0,108400.0,13,0
880771,197655,395019.0,Friend,Other,1129500.0,1265100.0,22,22,22.0,1.0,Approved,False,1265100.0,1265100.0,135600.0,7,0
909615,197655,395019.0,Friend,Other,1000000.0,1120300.0,23,23,23.0,1.0,Approved,False,1120300.0,1120300.0,120300.0,15,0
939657,197655,137987.0,Friend,Other,900000.0,1008400.0,24,24,24.0,1.0,Approved,False,1008400.0,1008400.0,108400.0,9,0
968389,197655,137987.0,Friend,Other,750000.0,840600.0,25,25,25.0,1.0,Approved,False,840600.0,840600.0,90600.0,16,0
948199,667111,201649.0,Friend,Beauty Fashion,312000.0,368700.0,1,1,1.0,,Approved,False,368700.0,368700.0,56700.0,31,0
979993,667111,201649.0,Friend,Beauty Fashion,343200.0,395200.0,2,2,2.0,,Approved,False,395200.0,395200.0,52000.0,6,0
483938,366749,395021.0,Friend,Manufacturing,700000.0,820400.0,1,1,1.0,1.0,Approved,False,820400.0,820400.0,120400.0,27,0
535522,366749,395021.0,Friend,Manufacturing,1000000.0,1148700.0,2,2,2.0,1.0,Approved,False,1148700.0,1148700.0,148700.0,0,0
562863,366749,395021.0,Friend,Manufacturing,1100000.0,1263400.0,3,3,3.0,1.0,Approved,False,1263400.0,1263400.0,163400.0,0,0
591747,366749,395021.0,Friend,Manufacturing,1210000.0,1389600.0,4,4,4.0,1.0,Approved,False,1389600.0,1389600.0,179600.0,0,0
619878,366749,395021.0,Friend,Manufacturing,1300000.0,1492800.0,5,5,5.0,1.0,Approved,False,1492800.0,1492800.0,192800.0,0,0
650096,366749,395021.0,Friend,Manufacturing,1300000.0,1492800.0,6,6,6.0,1.0,Approved,False,1492800.0,1492800.0,192800.0,0,0
680972,366749,395021.0,Friend,Manufacturing,1988900.0,2283200.0,7,7,7.0,1.0,Approved,False,2283200.0,2283200.0,294300.0,0,0
709083,366749,395021.0,Friend,Manufacturing,2187800.0,2511300.0,8,8,8.0,1.0,Approved,False,2511300.0,2511300.0,323500.0,0,0
738879,366749,395021.0,Friend,Manufacturing,2000000.0,2295900.0,9,9,9.0,1.0,Approved,False,2295900.0,2295900.0,295900.0,0,0
768906,366749,395021.0,Friend,Manufacturing,2300000.0,2644700.0,10,10,10.0,1.0,Approved,False,2644700.0,2644700.0,344700.0,0,0
800966,366749,395021.0,Friend,Manufacturing,2500000.0,2874600.0,11,11,11.0,1.0,Approved,False,2874600.0,2874600.0,374600.0,0,0
833997,366749,395021.0,Friend,Manufacturing,2600000.0,2989500.0,12,12,12.0,1.0,Approved,False,2989500.0,2989500.0,389500.0,0,0
866984,366749,395021.0,Friend,Manufacturing,2739100.0,3149400.0,13,13,13.0,1.0,Approved,False,3149400.0,3149400.0,410300.0,0,0
893979,366749,395021.0,Friend,Manufacturing,2500000.0,2874600.0,14,14,14.0,1.0,Approved,False,2874600.0,2874600.0,374600.0,0,0
923950,366749,395021.0,Friend,Manufacturing,2900000.0,3334300.0,15,15,15.0,1.0,Approved,False,3334300.0,3334300.0,434300.0,0,0
953647,366749,395021.0,Friend,Manufacturing,3000000.0,3449200.0,16,16,16.0,1.0,Approved,False,3449200.0,3449200.0,449200.0,0,0
986235,366749,395021.0,Friend,Manufacturing,3000000.0,3449200.0,17,17,17.0,1.0,Approved,False,3449200.0,3449200.0,449200.0,0,0
483938,366749,395021.0,Friend,Manufacturing,700000.0,820400.0,1,1,1.0,1.0,Approved,False,820400.0,820400.0,120400.0,27,0
535522,366749,395021.0,Friend,Manufacturing,1000000.0,1148700.0,2,2,2.0,1.0,Approved,False,1148700.0,1148700.0,148700.0,0,0
562863,366749,395021.0,Friend,Manufacturing,1100000.0,1263400.0,3,3,3.0,1.0,Approved,False,1263400.0,1263400.0,163400.0,0,0
591747,366749,395021.0,Friend,Manufacturing,1210000.0,1389600.0,4,4,4.0,1.0,Approved,False,1389600.0,1389600.0,179600.0,0,0
619878,366749,395021.0,Friend,Manufacturing,1300000.0,1492800.0,5,5,5.0,1.0,Approved,False,1492800.0,1492800.0,192800.0,0,0
650096,366749,395021.0,Friend,Manufacturing,1300000.0,1492800.0,6,6,6.0,1.0,Approved,False,1492800.0,1492800.0,192800.0,0,0
680972,366749,395021.0,Friend,Manufacturing,1988900.0,2283200.0,7,7,7.0,1.0,Approved,False,2283200.0,2283200.0,294300.0,0,0
709083,366749,395021.0,Friend,Manufacturing,2187800.0,2511300.0,8,8,8.0,1.0,Approved,False,2511300.0,2511300.0,323500.0,0,0
738879,366749,395021.0,Friend,Manufacturing,2000000.0,2295900.0,9,9,9.0,1.0,Approved,False,2295900.0,2295900.0,295900.0,0,0
768906,366749,395021.0,Friend,Manufacturing,2300000.0,2644700.0,10,10,10.0,1.0,Approved,False,2644700.0,2644700.0,344700.0,0,0
800966,366749,395021.0,Friend,Manufacturing,2500000.0,2874600.0,11,11,11.0,1.0,Approved,False,2874600.0,2874600.0,374600.0,0,0
833997,366749,395021.0,Friend,Manufacturing,2600000.0,2989500.0,12,12,12.0,1.0,Approved,False,2989500.0,2989500.0,389500.0,0,0
866984,366749,395021.0,Friend,Manufacturing,2739100.0,3149400.0,13,13,13.0,1.0,Approved,False,3149400.0,3149400.0,410300.0,0,0
893979,366749,395021.0,Friend,Manufacturing,2500000.0,2874600.0,14,14,14.0,1.0,Approved,False,2874600.0,2874600.0,374600.0,0,0
923950,366749,395021.0,Friend,Manufacturing,2900000.0,3334300.0,15,15,15.0,1.0,Approved,False,3334300.0,3334300.0,434300.0,0,0
953647,366749,395021.0,Friend,Manufacturing,3000000.0,3449200.0,16,16,16.0,1.0,Approved,False,3449200.0,3449200.0,449200.0,0,0
854617,200769,85891.0,Google,Mobile Money Airtime,250000.0,280300.0,2,1,1.0,2.0,Approved,False,280300.0,280300.0,30300.0,20,0
884286,200769,85891.0,Google,Mobile Money Airtime,275000.0,308200.0,3,2,2.0,2.0,Approved,False,308200.0,308200.0,33200.0,7,0
910248,200769,85891.0,Google,Mobile Money Airtime,302500.0,339200.0,4,3,3.0,2.0,Approved,False,339200.0,339200.0,36700.0,14,0
939757,200769,85891.0,Google,Mobile Money Airtime,300000.0,336300.0,5,4,4.0,2.0,Approved,False,336300.0,336300.0,36300.0,14,0
968519,200769,85891.0,Google,Mobile Money Airtime,305000.0,341900.0,6,5,5.0,2.0,Approved,False,341900.0,341900.0,36900.0,31,0
886302,121800,279290.0,Google,Beauty Fashion,300000.0,345500.0,1,1,1.0,2.0,Approved,False,345500.0,345500.0,45500.0,3,0
930106,121800,279290.0,Google,Beauty Fashion,330000.0,376700.0,2,2,2.0,2.0,Approved,False,376700.0,376700.0,46700.0,3,0
963887,121800,279290.0,Google,Beauty Fashion,363000.0,414300.0,3,3,3.0,2.0,Approved,True,199000.0,414300.0,51300.0,1,1
511353,67820,320438.0,Facebook,Arts Media,150000.0,171300.0,5,1,1.0,15.0,Approved,False,171300.0,171300.0,21300.0,28,0
603969,67820,320438.0,Facebook,Arts Media,50000.0,57500.0,6,2,2.0,15.0,Approved,False,57500.0,57500.0,7500.0,21,0
891063,67820,137991.0,Facebook,Arts Media,181500.0,207100.0,12,3,3.0,15.0,Approved,False,207100.0,207100.0,25600.0,24,0
