loan_id,principal,total_owing_at_issue,application_number,applying_for_loan_number,loan_number,employee_count,total_recovered_on_time,total_recovered_15_dpd,cash_yield_15_dpd,acquisition_channel,sector,applying_for_loan_number,approval_status,paid_late,repayment_duration_days,Target
943293,1089000.0,1230900.0,14,14,14.0,1.0,1230900.0,1230900.0,141900.0,Other,Food Staple Goods,14,Approved,False,5.0,0
973669,1197900.0,1353900.0,15,15,15.0,1.0,1353900.0,1353900.0,156000.0,Other,Food Staple Goods,15,Approved,False,0.0,0
108360,260000.0,303100.0,1,1,1.0,3.0,303100.0,303100.0,43100.0,Facebook,Manufacturing,1,Approved,False,16.0,0
124359,283200.0,313100.0,2,2,2.0,3.0,313100.0,313100.0,29900.0,Facebook,Manufacturing,2,Approved,False,9.0,0
141326,311500.0,344400.0,3,3,3.0,3.0,344400.0,344400.0,32900.0,Facebook,Manufacturing,3,Approved,False,11.0,0
162297,342600.0,380800.0,4,4,4.0,3.0,380800.0,380800.0,38200.0,Facebook,Manufacturing,4,Approved,False,20.0,0
189328,376900.0,418900.0,5,5,5.0,3.0,418900.0,418900.0,42000.0,Facebook,Manufacturing,5,Approved,False,26.0,0
223296,414600.0,460800.0,6,6,6.0,3.0,460800.0,460800.0,46200.0,Facebook,Manufacturing,6,Approved,False,21.0,0
264974,456100.0,506900.0,7,7,7.0,3.0,506900.0,506900.0,50800.0,Facebook,Manufacturing,7,Approved,False,26.0,0
305648,501700.0,557600.0,8,8,8.0,3.0,557600.0,557600.0,55900.0,Facebook,Manufacturing,8,Approved,False,28.0,0
337281,551900.0,613400.0,9,9,9.0,3.0,613400.0,613400.0,61500.0,Facebook,Manufacturing,9,Approved,False,28.0,0
367794,607100.0,674700.0,10,10,10.0,3.0,674700.0,674700.0,67600.0,Facebook,Manufacturing,10,Approved,False,26.0,0
399981,667800.0,742200.0,11,11,11.0,3.0,742200.0,742200.0,74400.0,Facebook,Manufacturing,11,Approved,False,26.0,0
434817,734600.0,816500.0,12,12,12.0,3.0,816500.0,816500.0,81900.0,Facebook,Manufacturing,12,Approved,False,27.0,0
471728,771300.0,857200.0,13,13,13.0,3.0,857200.0,857200.0,85900.0,Facebook,Manufacturing,13,Approved,False,28.0,0
506659,809900.0,900100.0,14,14,14.0,3.0,900100.0,900100.0,90200.0,Facebook,Manufacturing,14,Approved,False,24.0,0
538229,850400.0,951100.0,15,15,15.0,3.0,951100.0,951100.0,100700.0,Facebook,Manufacturing,15,Approved,False,22.0,0
596223,400000.0,447600.0,16,16,16.0,3.0,447600.0,447600.0,47600.0,Facebook,Manufacturing,16,Approved,False,13.0,0
630380,450000.0,503600.0,17,17,17.0,3.0,503600.0,503600.0,53600.0,Facebook,Manufacturing,17,Approved,False,13.0,0
661793,650000.0,727400.0,18,18,18.0,3.0,727400.0,727400.0,77400.0,Facebook,Manufacturing,18,Approved,False,17.0,0
693764,700000.0,783200.0,19,19,19.0,3.0,783200.0,783200.0,83200.0,Facebook,Manufacturing,19,Approved,False,14.0,0
724380,800000.0,894900.0,20,20,20.0,3.0,894900.0,894900.0,94900.0,Facebook,Manufacturing,20,Approved,False,23.0,0
755081,800000.0,894900.0,21,21,21.0,3.0,894900.0,894900.0,94900.0,Facebook,Manufacturing,21,Approved,False,28.0,0
788293,850000.0,952400.0,22,22,22.0,3.0,952400.0,952400.0,102400.0,Facebook,Manufacturing,22,Approved,False,25.0,0
821032,650000.0,728700.0,23,23,23.0,3.0,728700.0,728700.0,78700.0,Facebook,Manufacturing,23,Approved,False,24.0,0
876258,650000.0,728700.0,24,24,24.0,3.0,728700.0,728700.0,78700.0,Facebook,Manufacturing,24,Approved,False,19.0,0
905853,670000.0,751000.0,25,25,25.0,3.0,751000.0,751000.0,81000.0,Facebook,Manufacturing,25,Approved,False,15.0,0
935043,600000.0,672600.0,26,26,26.0,3.0,672600.0,672600.0,72600.0,Facebook,Manufacturing,26,Approved,False,17.0,0
965771,600000.0,672600.0,27,27,27.0,3.0,672600.0,672600.0,72600.0,Facebook,Manufacturing,27,Approved,False,6.0,0
980517,500000.0,575800.0,1,1,1.0,,575800.0,575800.0,75800.0,Radio / TV / Newspaper,Food Staple Goods,1,Approved,False,2.0,0
661563,260000.0,,1,1,,1.0,,,,Facebook,Phones Electronics,1,Expired,False,412.0,0
750544,200000.0,223800.0,2,1,1.0,1.0,223800.0,223800.0,23800.0,Facebook,Phones Electronics,1,Approved,False,0.0,0
770459,213200.0,239000.0,3,2,2.0,1.0,239000.0,239000.0,25800.0,Facebook,Phones Electronics,2,Approved,False,0.0,0
800043,234500.0,262900.0,4,3,3.0,1.0,262900.0,262900.0,28400.0,Facebook,Phones Electronics,3,Approved,False,0.0,0
833183,258000.0,289200.0,5,4,4.0,1.0,289200.0,289200.0,31200.0,Facebook,Phones Electronics,4,Approved,False,6.0,0
861951,282400.0,316600.0,6,5,5.0,1.0,316600.0,316600.0,34200.0,Facebook,Phones Electronics,5,Approved,False,0.0,0
893668,520000.0,582900.0,7,6,6.0,1.0,582900.0,582900.0,62900.0,Facebook,Phones Electronics,6,Approved,False,0.0,0
923317,420000.0,479300.0,8,7,7.0,1.0,479300.0,479300.0,59300.0,Facebook,Phones Electronics,7,Approved,False,0.0,0
947773,450000.0,518200.0,9,8,8.0,1.0,518200.0,518200.0,68200.0,Facebook,Phones Electronics,8,Approved,False,0.0,0
976855,100000.0,115200.0,10,9,9.0,1.0,115200.0,115200.0,15200.0,Facebook,Phones Electronics,9,Approved,False,0.0,0
836047,300000.0,336300.0,1,1,1.0,2.0,336300.0,336300.0,36300.0,Radio / TV / Newspaper,Mobile Money Airtime,1,Approved,False,0.0,0
867755,330000.0,370000.0,2,2,2.0,2.0,370000.0,370000.0,40000.0,Radio / TV / Newspaper,Mobile Money Airtime,2,Approved,False,0.0,0
897722,363000.0,406900.0,3,3,3.0,2.0,406900.0,406900.0,43900.0,Radio / TV / Newspaper,Mobile Money Airtime,3,Approved,False,0.0,0
925860,399300.0,447600.0,4,4,4.0,2.0,447600.0,447600.0,48300.0,Radio / TV / Newspaper,Mobile Money Airtime,4,Approved,False,0.0,0
955118,439200.0,492400.0,5,5,5.0,2.0,492400.0,492400.0,53200.0,Radio / TV / Newspaper,Mobile Money Airtime,5,Approved,False,0.0,0
629798,200000.0,229900.0,1,1,1.0,5.0,229900.0,229900.0,29900.0,Friend,Manufacturing,1,Approved,False,22.0,0
656038,221100.0,254100.0,2,2,2.0,5.0,254100.0,254100.0,33000.0,Friend,Manufacturing,2,Approved,False,0.0,0
686752,221100.0,254100.0,3,3,3.0,5.0,254100.0,254100.0,33000.0,Friend,Manufacturing,3,Approved,False,0.0,0
716751,221100.0,254100.0,4,4,4.0,5.0,254100.0,254100.0,33000.0,Friend,Manufacturing,4,Approved,False,0.0,0
768766,243200.0,280000.0,5,5,5.0,5.0,280000.0,280000.0,36800.0,Friend,Manufacturing,5,Approved,False,0.0,0
801192,267500.0,308000.0,6,6,6.0,5.0,308000.0,308000.0,40500.0,Friend,Manufacturing,6,Approved,False,0.0,0
833639,294200.0,338700.0,7,7,7.0,5.0,338700.0,338700.0,44500.0,Friend,Manufacturing,7,Approved,False,0.0,0
866946,323600.0,372600.0,8,8,8.0,5.0,372600.0,372600.0,49000.0,Friend,Manufacturing,8,Approved,False,0.0,0
895268,356000.0,410000.0,9,9,9.0,5.0,410000.0,410000.0,54000.0,Friend,Manufacturing,9,Approved,False,0.0,0
924653,391600.0,450900.0,10,10,10.0,5.0,450900.0,450900.0,59300.0,Friend,Manufacturing,10,Approved,False,0.0,0
954242,391600.0,450900.0,11,11,11.0,5.0,450900.0,450900.0,59300.0,Friend,Manufacturing,11,Approved,False,0.0,0
502095,660000.0,753500.0,1,1,1.0,4.0,753500.0,753500.0,93500.0,Friend,Other,1,Approved,False,16.0,0
563168,726000.0,819600.0,2,2,2.0,4.0,819600.0,819600.0,93600.0,Friend,Other,2,Approved,False,18.0,0
586374,792800.0,894900.0,3,3,3.0,4.0,894900.0,894900.0,102100.0,Friend,Other,3,Approved,False,23.0,0
679950,872100.0,984200.0,4,4,4.0,4.0,984200.0,984200.0,112100.0,Friend,Other,4,Approved,False,21.0,0
707836,959300.0,1082500.0,5,5,5.0,4.0,1082500.0,1082500.0,123200.0,Friend,Other,5,Approved,False,13.0,0
788763,1055200.0,1192700.0,6,6,6.0,4.0,1192700.0,1192700.0,137500.0,Friend,Other,6,Approved,False,18.0,0
818584,1160700.0,1311800.0,7,7,7.0,4.0,1311800.0,1311800.0,151100.0,Friend,Other,7,Approved,False,11.0,0
846445,1267400.0,1419400.0,8,8,8.0,4.0,1419400.0,1419400.0,152000.0,Friend,Other,8,Approved,False,3.0,0
881575,1394100.0,1561200.0,9,9,9.0,4.0,1561200.0,1561200.0,167100.0,Friend,Other,9,Approved,False,0.0,0
909098,1533500.0,1717100.0,10,10,10.0,4.0,1717100.0,1717100.0,183600.0,Friend,Other,10,Approved,False,18.0,0
940276,1686800.0,1888700.0,11,11,11.0,4.0,1888700.0,1888700.0,201900.0,Friend,Other,11,Approved,False,0.0,0
967805,1855500.0,2077400.0,12,12,12.0,4.0,2077400.0,2077400.0,221900.0,Friend,Other,12,Approved,False,0.0,0
523566,200000.0,236000.0,1,1,1.0,2.0,236000.0,236000.0,36000.0,Facebook,Hospitality,1,Approved,False,12.0,0
543160,300000.0,341800.0,2,2,2.0,2.0,341800.0,341800.0,41800.0,Facebook,Hospitality,2,Approved,False,8.0,0
571380,300000.0,341800.0,3,3,3.0,2.0,341800.0,341800.0,41800.0,Facebook,Hospitality,3,Approved,False,0.0,0
594444,350000.0,398800.0,4,4,4.0,2.0,398800.0,398800.0,48800.0,Facebook,Hospitality,4,Approved,False,0.0,0
624961,419000.0,477400.0,5,5,5.0,2.0,477400.0,477400.0,58400.0,Facebook,Hospitality,5,Approved,False,0.0,0
655359,450000.0,512700.0,6,6,6.0,2.0,512700.0,512700.0,62700.0,Facebook,Hospitality,6,Approved,False,1.0,0
684389,505800.0,576300.0,7,7,7.0,2.0,576300.0,576300.0,70500.0,Facebook,Hospitality,7,Approved,False,22.0,0
712963,500000.0,569700.0,8,8,8.0,2.0,569700.0,569700.0,69700.0,Facebook,Hospitality,8,Approved,False,0.0,0
743213,550000.0,626600.0,9,9,9.0,2.0,626600.0,626600.0,76600.0,Facebook,Hospitality,9,Approved,False,0.0,0
772613,673200.0,768300.0,10,10,10.0,2.0,768300.0,768300.0,95100.0,Facebook,Hospitality,10,Approved,False,0.0,0
803198,740500.0,844900.0,11,11,11.0,2.0,844900.0,844900.0,104400.0,Facebook,Hospitality,11,Approved,False,0.0,0
835602,755300.0,861800.0,12,12,12.0,2.0,861800.0,861800.0,106500.0,Facebook,Hospitality,12,Approved,False,6.0,0
867239,770400.0,879000.0,13,13,13.0,2.0,879000.0,879000.0,108600.0,Facebook,Hospitality,13,Approved,False,0.0,0
892899,785800.0,896600.0,14,14,14.0,2.0,896600.0,896600.0,110800.0,Facebook,Hospitality,14,Approved,False,0.0,0
919186,864400.0,986100.0,15,15,15.0,2.0,986100.0,986100.0,121700.0,Facebook,Hospitality,15,Approved,False,0.0,0
958097,300000.0,342400.0,16,16,16.0,2.0,342400.0,342400.0,42400.0,Facebook,Hospitality,16,Approved,False,0.0,0
980762,1000000.0,1140600.0,17,17,17.0,2.0,1140600.0,1140600.0,140600.0,Facebook,Hospitality,17,Approved,False,0.0,0
914496,600000.0,690900.0,1,1,1.0,,690900.0,690900.0,90900.0,Friend,Beauty Fashion,1,Approved,False,30.0,0
943962,785200.0,879900.0,2,2,2.0,,879900.0,879900.0,94700.0,Friend,Beauty Fashion,2,Approved,False,2.0,0
969487,1218400.0,1364600.0,3,3,3.0,,1364600.0,1364600.0,146200.0,Friend,Beauty Fashion,3,Approved,False,17.0,0
118567,260000.0,295300.0,1,1,1.0,0.0,295300.0,295300.0,35300.0,Friend,Beauty Fashion,1,Approved,False,15.0,0
135962,286000.0,316200.0,2,2,2.0,0.0,316200.0,316200.0,30200.0,Friend,Beauty Fashion,2,Approved,False,22.0,0
156198,314600.0,349700.0,3,3,3.0,0.0,349700.0,349700.0,35100.0,Friend,Beauty Fashion,3,Approved,False,25.0,0
184307,456400.0,507200.0,4,4,4.0,0.0,507200.0,507200.0,50800.0,Friend,Beauty Fashion,4,Approved,False,0.0,0
208918,639400.0,710600.0,5,5,5.0,0.0,710600.0,710600.0,71200.0,Friend,Beauty Fashion,5,Approved,False,0.0,0
249612,810000.0,900200.0,6,6,6.0,0.0,900200.0,900200.0,90200.0,Friend,Beauty Fashion,6,Approved,False,16.0,0
292253,890000.0,989100.0,7,7,7.0,0.0,989100.0,989100.0,99100.0,Friend,Beauty Fashion,7,Approved,False,26.0,0
327029,980000.0,1089200.0,8,8,8.0,0.0,1089200.0,1089200.0,109200.0,Friend,Beauty Fashion,8,Approved,False,7.0,0
356827,1078600.0,1198800.0,9,9,9.0,0.0,1198800.0,1198800.0,120200.0,Friend,Beauty Fashion,9,Approved,False,6.0,0
384918,1186500.0,1318600.0,10,10,10.0,0.0,1318600.0,1318600.0,132100.0,Friend,Beauty Fashion,10,Approved,False,0.0,0
419078,1305200.0,1450600.0,11,11,11.0,0.0,1450600.0,1450600.0,145400.0,Friend,Beauty Fashion,11,Approved,False,6.0,0
456044,1370500.0,1523100.0,12,12,12.0,0.0,1523100.0,1523100.0,152600.0,Friend,Beauty Fashion,12,Approved,False,0.0,0
491740,1439000.0,1599300.0,13,13,13.0,0.0,1599300.0,1599300.0,160300.0,Friend,Beauty Fashion,13,Approved,False,0.0,0
520923,1511000.0,1688900.0,14,14,14.0,0.0,1688900.0,1688900.0,177900.0,Friend,Beauty Fashion,14,Approved,False,27.0,0
552834,1556300.0,1739400.0,15,15,15.0,0.0,1739400.0,1739400.0,183100.0,Friend,Beauty Fashion,15,Approved,False,0.0,0
581629,1603000.0,1791600.0,16,16,16.0,0.0,1791600.0,1791600.0,188600.0,Friend,Beauty Fashion,16,Approved,False,0.0,0
614594,1651100.0,1845300.0,17,17,17.0,0.0,1845300.0,1845300.0,194200.0,Friend,Beauty Fashion,17,Approved,False,0.0,0
646275,1700600.0,1900700.0,18,18,18.0,0.0,1900700.0,1900700.0,200100.0,Friend,Beauty Fashion,18,Approved,False,0.0,0
677791,1785600.0,1995600.0,19,19,19.0,0.0,1995600.0,1995600.0,210000.0,Friend,Beauty Fashion,19,Approved,False,14.0,0
708832,1874900.0,2095300.0,20,20,20.0,0.0,2095300.0,2095300.0,220400.0,Friend,Beauty Fashion,20,Approved,False,23.0,0
740679,1968600.0,2199900.0,21,21,21.0,0.0,2199900.0,2199900.0,231300.0,Friend,Beauty Fashion,21,Approved,False,0.0,0
772978,2067000.0,2314000.0,22,22,22.0,0.0,2314000.0,2314000.0,247000.0,Friend,Beauty Fashion,22,Approved,False,0.0,0
805524,2129000.0,2383400.0,23,23,23.0,0.0,2383400.0,2383400.0,254400.0,Friend,Beauty Fashion,23,Approved,False,21.0,0
838445,2192900.0,2454900.0,24,24,24.0,0.0,2454900.0,2454900.0,262000.0,Friend,Beauty Fashion,24,Approved,False,0.0,0
872281,2258700.0,2528500.0,25,25,25.0,0.0,2528500.0,2528500.0,269800.0,Friend,Beauty Fashion,25,Approved,False,0.0,0
899950,2326500.0,2604300.0,26,26,26.0,0.0,2604300.0,2604300.0,277800.0,Friend,Beauty Fashion,26,Approved,False,0.0,0
930375,2559200.0,2864600.0,27,27,27.0,0.0,2864600.0,2864600.0,305400.0,Friend,Beauty Fashion,27,Approved,False,0.0,0
959847,2687200.0,3007900.0,28,28,28.0,0.0,3007900.0,3007900.0,320700.0,Friend,Beauty Fashion,28,Approved,False,0.0,0
746390,230000.0,,1,1,,0.0,,,,Facebook,Phones Electronics,1,Cancelled,False,412.0,0
750726,260000.0,306800.0,2,1,1.0,0.0,306800.0,306800.0,46800.0,Facebook,Phones Electronics,1,Approved,False,16.0,0
772162,279000.0,312800.0,3,2,2.0,0.0,312800.0,312800.0,33800.0,Facebook,Phones Electronics,2,Approved,False,2.0,0
799670,400000.0,448400.0,4,3,3.0,0.0,448400.0,448400.0,48400.0,Facebook,Phones Electronics,3,Approved,False,6.0,0
830529,463200.0,519200.0,5,4,4.0,0.0,519200.0,519200.0,56000.0,Facebook,Phones Electronics,4,Approved,False,19.0,0
856135,686000.0,769000.0,6,5,5.0,0.0,769000.0,769000.0,83000.0,Facebook,Phones Electronics,5,Approved,False,3.0,0
886351,854600.0,957600.0,7,6,6.0,0.0,0.0,957600.0,103000.0,Facebook,Phones Electronics,6,Approved,True,0.0,1
921998,854000.0,1008900.0,8,7,7.0,0.0,0.0,1008900.0,154900.0,Facebook,Phones Electronics,7,Approved,True,0.0,1
971164,600000.0,709200.0,9,8,8.0,0.0,709200.0,709200.0,109200.0,Facebook,Phones Electronics,8,Approved,False,0.0,0
486411,260000.0,289000.0,1,1,1.0,1.0,289000.0,289000.0,29000.0,Friend,Other,1,Approved,False,0.0,0
520639,286000.0,320000.0,2,2,2.0,1.0,320000.0,320000.0,34000.0,Friend,Other,2,Approved,False,0.0,0
554742,314600.0,352100.0,3,3,3.0,1.0,352100.0,352100.0,37500.0,Friend,Other,3,Approved,False,0.0,0
585291,346100.0,387300.0,4,4,4.0,1.0,387300.0,387300.0,41200.0,Friend,Other,4,Approved,False,0.0,0
617676,380700.0,426000.0,5,5,5.0,1.0,426000.0,426000.0,45300.0,Friend,Other,5,Approved,False,0.0,0
649124,418800.0,468700.0,6,6,6.0,1.0,468700.0,468700.0,49900.0,Friend,Other,6,Approved,False,0.0,0
681650,460700.0,515600.0,7,7,7.0,1.0,515600.0,515600.0,54900.0,Friend,Other,7,Approved,False,0.0,0
710702,506800.0,567100.0,8,8,8.0,1.0,567100.0,567100.0,60300.0,Friend,Other,8,Approved,False,0.0,0
742261,557500.0,623900.0,9,9,9.0,1.0,623900.0,623900.0,66400.0,Friend,Other,9,Approved,False,0.0,0
774487,613200.0,687400.0,10,10,10.0,1.0,687400.0,687400.0,74200.0,Friend,Other,10,Approved,False,0.0,0
801436,667800.0,748600.0,11,11,11.0,1.0,748600.0,748600.0,80800.0,Friend,Other,11,Approved,False,0.0,0
835523,734600.0,823300.0,12,12,12.0,1.0,823300.0,823300.0,88700.0,Friend,Other,12,Approved,False,0.0,0
868282,808100.0,905500.0,13,13,13.0,1.0,905500.0,905500.0,97400.0,Friend,Other,13,Approved,False,0.0,0
897583,1000000.0,1120300.0,14,14,14.0,1.0,1120300.0,1120300.0,120300.0,Friend,Other,14,Approved,False,0.0,0
927623,1200000.0,1344000.0,15,15,15.0,1.0,1344000.0,1344000.0,144000.0,Friend,Other,15,Approved,False,0.0,0
960269,1320000.0,1478200.0,16,16,16.0,1.0,1478200.0,1478200.0,158200.0,Friend,Other,16,Approved,False,0.0,0
619,164900.0,197600.0,1,1,1.0,0.0,197600.0,197600.0,32700.0,Facebook,Autoparts Hardware,1,Approved,False,22.0,0
1222,209000.0,246100.0,2,2,2.0,0.0,246100.0,246100.0,37100.0,Facebook,Autoparts Hardware,2,Approved,False,8.0,0
1308,283900.0,331500.0,3,3,3.0,0.0,331500.0,331500.0,47600.0,Facebook,Autoparts Hardware,3,Approved,False,3.0,0
1432,284900.0,329700.0,4,4,4.0,0.0,329700.0,329700.0,44800.0,Facebook,Autoparts Hardware,4,Approved,False,11.0,0
1540,284300.0,326200.0,5,5,5.0,0.0,326200.0,326200.0,41900.0,Facebook,Autoparts Hardware,5,Approved,False,10.0,0
1678,342200.0,392600.0,6,6,6.0,0.0,392600.0,392600.0,50400.0,Facebook,Autoparts Hardware,6,Approved,False,4.0,0
1731,340600.0,390800.0,7,7,7.0,0.0,390800.0,390800.0,50200.0,Facebook,Autoparts Hardware,7,Approved,False,0.0,0
1819,589900.0,706800.0,8,8,8.0,0.0,706800.0,706800.0,116900.0,Facebook,Autoparts Hardware,8,Approved,False,38.0,0
2082,900000.0,1078200.0,9,9,9.0,0.0,760000.0,849000.0,-40000.0,Facebook,Autoparts Hardware,9,Approved,True,105.0,1
11271,500000.0,573600.0,10,10,10.0,0.0,573600.0,573600.0,73600.0,Facebook,Autoparts Hardware,10,Approved,False,19.0,0
13507,650000.0,745700.0,11,11,11.0,0.0,745700.0,745700.0,95700.0,Facebook,Autoparts Hardware,11,Approved,False,0.0,0
14940,1000000.0,1243800.0,12,12,12.0,0.0,1243800.0,1243800.0,243800.0,Facebook,Autoparts Hardware,12,Approved,False,63.0,0
22991,1000000.0,1228500.0,13,13,13.0,0.0,1228500.0,1228500.0,228500.0,Facebook,Autoparts Hardware,13,Approved,False,48.0,0
68581,500000.0,537700.0,14,14,14.0,0.0,537700.0,537700.0,37700.0,Facebook,Autoparts Hardware,14,Approved,False,12.0,0
138245,200000.0,215100.0,15,15,15.0,0.0,215100.0,215100.0,15100.0,Facebook,Autoparts Hardware,15,Approved,False,20.0,0
226153,500000.0,540500.0,16,16,16.0,0.0,540500.0,540500.0,40500.0,Facebook,Autoparts Hardware,16,Approved,False,13.0,0
258625,500000.0,540500.0,17,17,17.0,0.0,540500.0,540500.0,40500.0,Facebook,Autoparts Hardware,17,Approved,False,13.0,0
300348,200000.0,216200.0,18,18,18.0,0.0,216200.0,216200.0,16200.0,Facebook,Autoparts Hardware,18,Approved,False,19.0,0
341992,500000.0,540500.0,19,19,19.0,0.0,540500.0,540500.0,40500.0,Facebook,Autoparts Hardware,19,Approved,False,24.0,0
395393,500000.0,540500.0,20,20,20.0,0.0,540500.0,540500.0,40500.0,Facebook,Autoparts Hardware,20,Approved,False,20.0,0
446080,500000.0,540500.0,21,21,21.0,0.0,540500.0,540500.0,40500.0,Facebook,Autoparts Hardware,21,Approved,False,13.0,0
478685,500000.0,540500.0,22,22,22.0,0.0,540500.0,540500.0,40500.0,Facebook,Autoparts Hardware,22,Approved,False,24.0,0
523328,500000.0,544300.0,23,23,23.0,0.0,544300.0,544300.0,44300.0,Facebook,Autoparts Hardware,23,Approved,False,25.0,0
556090,500000.0,569700.0,24,24,24.0,0.0,569700.0,569700.0,69700.0,Facebook,Autoparts Hardware,24,Approved,False,13.0,0
581490,500000.0,559500.0,25,25,25.0,0.0,559500.0,559500.0,59500.0,Facebook,Autoparts Hardware,25,Approved,False,20.0,0
616327,500000.0,559500.0,26,26,26.0,0.0,559500.0,559500.0,59500.0,Facebook,Autoparts Hardware,26,Approved,False,2.0,0
664452,150000.0,167900.0,27,27,27.0,0.0,167900.0,167900.0,17900.0,Facebook,Autoparts Hardware,27,Approved,False,5.0,0
694105,500000.0,559500.0,28,28,28.0,0.0,559500.0,559500.0,59500.0,Facebook,Autoparts Hardware,28,Approved,False,5.0,0
725597,500000.0,559500.0,29,29,29.0,0.0,559500.0,559500.0,59500.0,Facebook,Autoparts Hardware,29,Approved,False,0.0,0
757226,700000.0,783200.0,30,30,30.0,0.0,783200.0,783200.0,83200.0,Facebook,Autoparts Hardware,30,Approved,False,0.0,0
791417,700000.0,784600.0,31,31,31.0,0.0,784600.0,784600.0,84600.0,Facebook,Autoparts Hardware,31,Approved,False,25.0,0
824275,700000.0,784600.0,32,32,32.0,0.0,784600.0,784600.0,84600.0,Facebook,Autoparts Hardware,32,Approved,False,0.0,0
840931,1000000.0,1120300.0,33,33,33.0,0.0,1120300.0,1120300.0,120300.0,Facebook,Autoparts Hardware,33,Approved,False,0.0,0
875720,1000000.0,1120300.0,34,34,34.0,0.0,1120300.0,1120300.0,120300.0,Facebook,Autoparts Hardware,34,Approved,False,2.0,0
907788,1000000.0,1120300.0,35,35,35.0,0.0,1120300.0,1120300.0,120300.0,Facebook,Autoparts Hardware,35,Approved,False,0.0,0
940765,1500000.0,1679600.0,36,36,36.0,0.0,1679600.0,1679600.0,179600.0,Facebook,Autoparts Hardware,36,Approved,False,0.0,0
973789,1500000.0,1679600.0,37,37,37.0,0.0,1679600.0,1679600.0,179600.0,Facebook,Autoparts Hardware,37,Approved,False,0.0,0
713777,300000.0,344800.0,1,1,1.0,4.0,344800.0,344800.0,44800.0,Friend,Arts Media,1,Approved,False,28.0,0
748399,330000.0,379300.0,2,2,2.0,4.0,379300.0,379300.0,49300.0,Friend,Arts Media,2,Approved,False,1.0,0
779422,363000.0,418000.0,3,3,3.0,4.0,418000.0,418000.0,55000.0,Friend,Arts Media,3,Approved,False,0.0,0
813427,443500.0,510700.0,4,4,4.0,4.0,510700.0,510700.0,67200.0,Friend,Arts Media,4,Approved,False,14.0,0
842565,606100.0,697900.0,5,5,5.0,4.0,697900.0,697900.0,91800.0,Friend,Arts Media,5,Approved,False,17.0,0
873140,666700.0,767700.0,6,6,6.0,4.0,767700.0,767700.0,101000.0,Friend,Arts Media,6,Approved,False,0.0,0
899422,733400.0,844300.0,7,7,7.0,4.0,844300.0,844300.0,110900.0,Friend,Arts Media,7,Approved,False,0.0,0
928472,806700.0,928600.0,8,8,8.0,4.0,928600.0,928600.0,121900.0,Friend,Arts Media,8,Approved,False,0.0,0
956761,885000.0,1018500.0,9,9,9.0,4.0,1018500.0,1018500.0,133500.0,Friend,Arts Media,9,Approved,False,0.0,0
981306,966400.0,1112100.0,10,10,10.0,4.0,1112100.0,1112100.0,145700.0,Friend,Arts Media,10,Approved,False,0.0,0
501402,300000.0,,1,1,,2.0,,,,Friend,Stationary Printing,1,Expired,False,412.0,0
512963,300000.0,342500.0,2,1,1.0,2.0,342500.0,342500.0,42500.0,Friend,Stationary Printing,1,Approved,False,4.0,0
555495,345000.0,396500.0,3,2,2.0,2.0,396500.0,396500.0,51500.0,Friend,Stationary Printing,2,Approved,False,0.0,0
581048,546600.0,622800.0,4,3,3.0,2.0,622800.0,622800.0,76200.0,Friend,Stationary Printing,3,Approved,False,0.0,0
610131,669300.0,762500.0,5,4,4.0,2.0,762500.0,762500.0,93200.0,Friend,Stationary Printing,4,Approved,False,0.0,0
640306,1070900.0,1219100.0,6,5,5.0,2.0,1219100.0,1219100.0,148200.0,Friend,Stationary Printing,5,Approved,False,0.0,0
671652,1248500.0,1421100.0,7,6,6.0,2.0,0.0,1421100.0,172600.0,Friend,Stationary Printing,6,Approved,True,0.0,1
719686,1473300.0,,8,7,,2.0,,,,Friend,Stationary Printing,7,Declined,False,412.0,0
815733,1373400.0,,9,7,,2.0,,,,Friend,Stationary Printing,7,Declined,False,412.0,0
907131,1373400.0,,10,7,,2.0,,,,Friend,Stationary Printing,7,Declined,False,412.0,0
533594,329400.0,,1,1,,2.0,,,,Friend,Beauty Fashion,1,Expired,False,412.0,0
906253,300000.0,345500.0,2,1,1.0,2.0,345500.0,345500.0,45500.0,Friend,Beauty Fashion,1,Approved,False,28.0,0
934344,330000.0,370000.0,3,2,2.0,2.0,370000.0,370000.0,40000.0,Friend,Beauty Fashion,2,Approved,False,9.0,0
961316,362100.0,405900.0,4,3,3.0,2.0,405900.0,405900.0,43800.0,Friend,Beauty Fashion,3,Approved,False,0.0,0
533594,329400.0,,1,1,,2.0,,,,Friend,Beauty Fashion,1,Expired,False,412.0,0
906253,300000.0,345500.0,2,1,1.0,2.0,345500.0,345500.0,45500.0,Friend,Beauty Fashion,1,Approved,False,28.0,0
934344,330000.0,370000.0,3,2,2.0,2.0,370000.0,370000.0,40000.0,Friend,Beauty Fashion,2,Approved,False,9.0,0
961316,362100.0,405900.0,4,3,3.0,2.0,405900.0,405900.0,43800.0,Friend,Beauty Fashion,3,Approved,False,0.0,0
986412,396400.0,444400.0,5,4,4.0,2.0,444400.0,444400.0,48000.0,Friend,Beauty Fashion,4,Approved,False,0.0,0
970371,312000.0,359300.0,1,1,1.0,,359300.0,359300.0,47300.0,Sales Team,Beauty Fashion,1,Approved,False,11.0,0
896453,400000.0,460600.0,1,1,1.0,,160600.0,460600.0,60600.0,Facebook,Drugshop,1,Approved,True,5.0,1
